transaction_id,customerID,transaction_date,service_type,amount
2358,5151-HQRDG,2023-06-29,Internet,1864.93
2359,9717-QEBGU,2023-03-13,Add-on,1819.0
2360,7268-IGMFD,2022-05-07,Phone,1390.6
2361,3012-VFFMN,2023-12-13,Phone,2523.37
2362,7951-QKZPL,2023-02-21,Add-on,2840.09
2363,7434-SHXLS,2023-09-30,Add-on,1502.94
2364,2581-VKIRT,2022-02-10,Add-on,1477.21
2365,0280-XJGEX,2023-04-14,Internet,1605.78
2366,1834-ABKHQ,2022-10-24,Phone,2224.75
2367,0015-UOCOJ,2023-08-20,Add-on,2070.57
2368,7356-AYNJP,2023-08-24,Add-on,823.94
2369,4962-CHQPW,2022-02-11,Phone,378.91
2370,2639-UGMAZ,2023-09-24,Phone,2857.91
2371,6701-YVNQG,2022-10-06,Internet,931.0
2372,9842-EFSYY,2023-04-04,Streaming,1988.07
2373,7250-EQKIY,2022-02-02,Streaming,2519.63
2374,5294-IMHHT,2022-10-03,Internet,1040.77
2375,4647-MUZON,2023-10-27,Internet,1979.21
2376,7398-HPYZQ,2022-03-31,Phone,502.12
2377,8665-UTDHZ,2023-09-08,Internet,2915.81
2378,7607-QKKTJ,2023-06-08,Internet,362.84
2379,7617-EYGLW,2022-06-09,Add-on,1426.89
2380,3806-YAZOV,2023-04-03,Internet,1703.09
2381,2538-OIMXF,2023-12-09,Internet,2413.35
2382,2270-CHBFN,2023-02-03,Add-on,539.16
2383,6646-JPPHA,2022-04-01,Phone,1434.26
2384,4804-NCPET,2023-12-10,Phone,1039.19
2385,1686-STUHN,2023-08-04,Internet,1073.63
2386,0023-HGHWL,2023-04-11,Internet,2380.61
2387,7580-UGXNC,2022-08-08,Streaming,215.29
2388,2096-XOTMO,2023-02-23,Add-on,2297.43
2389,9430-NKQLY,2023-01-14,Streaming,2469.12
2390,6376-GAHQE,2023-12-27,Internet,2723.81
2391,9631-XEYKE,2023-03-23,Streaming,1955.27
2392,4554-YGZIH,2022-05-26,Streaming,1133.67
2393,7014-ZZXAW,2022-08-21,Phone,1396.26
2394,2433-KMEAS,2023-01-06,Add-on,2915.26
2395,9828-AOQLM,2022-08-22,Phone,2667.32
2396,8042-JVNFH,2023-12-27,Phone,1497.87
2397,0562-HKHML,2023-01-02,Streaming,2840.58
2398,0495-RVCBF,2023-04-26,Add-on,2504.27
2399,4486-EFAEB,2023-07-27,Internet,2723.05
2400,8174-TBVCF,2022-12-29,Add-on,2112.34
2401,2388-LAESQ,2023-08-13,Phone,2601.43
2402,5003-OKNNK,2023-05-26,Streaming,2696.95
2403,8033-ATFAS,2022-04-05,Internet,457.65
2404,3570-YUEKJ,2022-08-04,Phone,2902.61
2405,4779-ZGICK,2023-12-26,Streaming,1134.12
2406,7064-JHXCE,2023-12-13,Phone,1431.72
2407,9548-LIGTA,2023-06-27,Streaming,2417.33
2408,2235-DWLJU,2022-05-15,Add-on,2061.71
2409,7711-GQBZC,2022-03-24,Phone,2700.57
2410,1866-NXPSP,2023-01-26,Add-on,1321.61
2411,1231-YNDEK,2022-02-16,Add-on,1245.21
2412,2834-SPCJV,2023-01-27,Streaming,288.73
2413,2516-XSJKX,2023-12-19,Internet,1495.63
2414,2371-JUNGC,2023-01-20,Add-on,2227.4
2415,7445-WMRBW,2023-01-16,Phone,1043.3
2416,8076-FEZKJ,2022-03-18,Phone,1495.63
2417,3981-QSVQI,2022-09-16,Streaming,814.31
2418,2227-JRSJX,2023-08-27,Add-on,2363.81
2419,7963-GQRMY,2023-02-03,Internet,369.43
2420,9391-EOYLI,2022-04-10,Internet,2175.07
2421,2202-CUYXZ,2023-05-16,Phone,1261.03
2422,4815-YOSUK,2023-01-18,Streaming,316.47
2423,8039-ACLPL,2023-12-08,Add-on,2589.71
2424,5318-IXUZF,2022-07-11,Phone,1565.62
2425,2123-VSCOT,2023-08-03,Streaming,1878.09
2426,4059-IIEBK,2023-08-25,Internet,2249.69
2427,7182-OVLBJ,2022-12-11,Phone,2034.21
2428,3261-CQXOL,2022-01-10,Streaming,2246.4
2429,8267-KFGYD,2022-09-21,Internet,2334.39
2430,4505-EXZHB,2022-09-25,Streaming,1849.62
2431,7649-PHJVR,2023-09-22,Phone,1223.79
2432,3429-IFLEM,2023-07-25,Add-on,880.8
2433,1925-TIBLE,2022-07-14,Streaming,2728.13
2434,9788-YTFGE,2023-07-16,Add-on,2915.79
2435,4883-QICIH,2023-02-11,Phone,1201.46
2436,8229-MYEJZ,2022-10-23,Internet,514.47
2437,2265-CYWIV,2022-04-07,Streaming,823.1
2438,0824-VWDPO,2023-04-07,Internet,2077.87
2439,2074-GKOWZ,2023-10-01,Add-on,684.21
2440,2114-MGINA,2022-03-28,Add-on,2384.34
2441,9825-YCXWZ,2022-03-18,Internet,2784.48
2442,8747-UDCOI,2023-12-17,Phone,2898.22
2443,4350-ZTLPI,2023-04-28,Add-on,226.11
2444,0786-VSSUD,2022-05-26,Phone,2882.83
2445,6574-MCOEH,2023-10-23,Internet,2272.54
2446,8818-XYFCQ,2022-04-21,Phone,435.34
2447,3635-JBPSG,2023-10-03,Add-on,1362.67
2448,9068-VPWQQ,2023-11-09,Internet,2160.13
2449,1767-CJKBA,2022-10-24,Phone,2878.72
2450,1069-XAIEM,2023-03-02,Phone,659.6
2451,6432-TWQLB,2023-10-11,Streaming,557.65
2452,0415-MOSGF,2022-11-30,Add-on,1522.57
2453,4056-QHXHZ,2023-06-07,Streaming,2910.68
2454,0319-QZTCO,2023-08-06,Phone,2919.86
2455,0112-QAWRZ,2023-11-02,Add-on,838.16
2456,4622-YNKIJ,2023-12-29,Internet,1094.17
2457,7239-HZZCX,2023-06-22,Internet,2742.49
2458,1431-AIDJQ,2022-06-11,Internet,2257.56
2459,1396-QWFBJ,2023-03-06,Phone,2922.49
2460,5494-HECPR,2023-09-06,Phone,2700.82
2461,3521-SYVOR,2022-03-10,Internet,802.27
2462,4990-ALDGW,2022-05-13,Streaming,2327.24
2463,9626-WEQRM,2022-07-08,Streaming,335.98
2464,4324-BZCKL,2023-12-24,Add-on,2489.93
2465,6103-BOCOU,2023-11-09,Add-on,1884.36
2466,6833-JMZYP,2023-07-27,Internet,2877.08
2467,5275-SQEIZ,2022-10-06,Phone,2888.09
2468,6615-ZGEDR,2023-03-06,Phone,342.28
2469,7551-DACSP,2023-09-17,Add-on,649.46
2470,5539-HIVAK,2023-06-26,Internet,1555.78
2471,0257-KXZGU,2022-06-10,Add-on,2662.58
2472,9970-QBCDA,2023-03-29,Streaming,2480.45
2473,5110-CHOPY,2022-06-19,Internet,2900.24
2474,3904-UKFRE,2023-11-29,Internet,1930.64
2475,3804-RVTGV,2022-02-26,Internet,918.38
2476,8242-JSVBO,2022-08-28,Streaming,270.3
2477,8305-VHZBZ,2022-12-24,Internet,824.19
2478,1084-MNSMJ,2022-07-20,Add-on,2090.76
2479,3930-ZGWVE,2023-03-20,Streaming,2793.57
2480,4695-VADHF,2022-10-29,Phone,1098.53
2481,9172-ANCRX,2022-04-16,Add-on,2651.97
2482,6563-VNPMN,2022-04-11,Add-on,1305.72
2483,2725-TTRIQ,2022-04-07,Add-on,1063.16
2484,6723-CEGQI,2023-10-27,Streaming,1624.76
2485,1925-GMVBW,2022-01-29,Add-on,1438.37
2486,4553-DVPZG,2023-05-21,Streaming,2758.64
2487,5542-NKVRU,2023-10-27,Internet,1511.12
2488,7340-KEFQE,2023-03-14,Phone,976.54
2489,2669-QVCRG,2023-01-14,Internet,2559.18
2490,7841-FCRQD,2022-03-14,Add-on,2996.5
2491,5630-IXDXV,2022-09-11,Streaming,2014.88
2492,8775-LHDJH,2023-05-31,Streaming,901.29
2493,6221-AVQYL,2023-07-04,Internet,868.68
2494,1977-STDKI,2022-01-20,Add-on,361.58
2495,6199-IWKGC,2023-09-17,Phone,416.42
2496,6823-SIDFQ,2023-06-19,Streaming,2761.95
2497,8266-VBFQL,2023-02-25,Streaming,470.16
2498,2511-ALLCS,2023-03-22,Add-on,1556.16
2499,9861-PDSZP,2022-05-16,Streaming,2154.74
2500,9360-OMDZZ,2023-05-20,Add-on,2580.99
2501,2604-XVDAM,2022-10-28,Add-on,679.56
2502,9575-IWCAZ,2023-09-01,Phone,1425.78
2503,3397-AVTKU,2022-02-02,Add-on,904.14
2504,3720-DBRWL,2023-10-09,Internet,916.3
2505,1468-DEFNC,2022-10-05,Phone,1050.75
2506,9039-ZVJDC,2022-05-13,Add-on,1843.93
2507,9500-IWPXQ,2023-06-11,Add-on,246.42
2508,9715-WZCLW,2022-05-06,Phone,1344.55
2509,0690-SRQID,2022-12-11,Streaming,723.12
2510,0289-IVARM,2022-01-17,Phone,2907.93
2511,3889-VWBID,2023-07-16,Streaming,1831.64
2512,4791-QRGMF,2023-10-09,Phone,2630.67
2513,1028-FFNJK,2023-09-22,Phone,747.93
2514,6619-RPLQZ,2023-01-13,Internet,2468.04
2515,1723-HKXJQ,2022-03-01,Phone,1361.39
2516,9143-CANJF,2023-09-29,Internet,697.55
2517,5196-WPYOW,2023-04-12,Add-on,2331.49
2518,2995-UPRYS,2023-09-20,Streaming,2333.63
2519,6942-LBFDP,2023-01-26,Streaming,2988.49
2520,6030-REHUX,2023-11-16,Internet,2386.62
2521,0168-XZKBB,2022-07-06,Streaming,606.75
2522,2703-AMTUL,2023-05-13,Streaming,1103.13
2523,6502-KUGLL,2023-08-23,Phone,1464.84
2524,8760-ZRHKE,2023-12-16,Internet,554.63
2525,6457-GIRWB,2022-12-27,Streaming,2406.51
2526,9018-PCIOK,2023-03-25,Add-on,1674.76
2527,8747-UDCOI,2023-11-25,Internet,2844.46
2528,5666-CYCYZ,2023-11-11,Phone,1850.06
2529,8043-PNYSD,2022-06-30,Add-on,1664.12
2530,4472-LVYGI,2022-05-10,Streaming,399.99
2531,5469-NUJUR,2022-05-29,Streaming,618.17
2532,4433-JCGCG,2023-04-17,Internet,2578.67
2533,9766-HGEDE,2023-12-22,Streaming,2973.89
2534,1494-EJZDW,2023-09-15,Internet,1362.5
2535,4403-BWPAY,2023-05-15,Streaming,2468.24
2536,4999-IEZLT,2023-10-11,Add-on,1957.24
2537,1574-DYCWE,2022-12-21,Phone,2885.37
2538,6134-KWTBV,2022-07-30,Add-on,866.78
2539,5203-XEHAX,2023-10-20,Phone,1725.54
2540,8357-EQXFO,2023-08-19,Internet,1344.63
2541,6007-TCTST,2022-01-30,Streaming,1716.8
2542,9089-UOWJG,2023-07-31,Add-on,952.8
2543,7503-ZGUZJ,2022-01-24,Streaming,1593.69
2544,9209-NWPGU,2023-12-24,Internet,1949.45
2545,4238-HFHSN,2022-08-10,Phone,427.4
2546,5318-YKDPV,2023-08-25,Add-on,2280.36
2547,4785-FCIFB,2023-09-10,Phone,2178.26
2548,2929-QNSRW,2023-11-15,Phone,2665.28
2549,3470-OBUET,2023-08-12,Internet,1392.4
2550,1965-DDBWU,2023-08-03,Phone,372.67
2551,8903-WMRNW,2023-02-05,Internet,1492.09
2552,4282-YMKNA,2023-08-27,Phone,585.31
2553,6729-FZWSY,2023-05-27,Phone,2012.85
2554,5003-XZWWO,2022-03-29,Add-on,331.97
2555,3956-CJUST,2023-04-10,Internet,1247.19
2556,6242-FEGFD,2022-02-19,Streaming,431.96
2557,9992-RRAMN,2022-04-13,Streaming,209.43
2558,6230-BSUXY,2023-01-03,Streaming,2889.56
2559,5063-IUOKK,2023-05-07,Add-on,2989.16
2560,7677-SJJJK,2023-07-12,Add-on,1755.41
2561,5215-LNLDJ,2023-11-22,Phone,869.08
2562,7595-EHCDL,2022-09-25,Phone,2751.08
2563,2227-JRSJX,2023-02-01,Streaming,2784.5
2564,6608-QQLVK,2022-11-16,Phone,2592.62
2565,7325-ENZFI,2023-06-04,Phone,1724.24
2566,4759-PXTAN,2023-03-25,Add-on,409.17
2567,9249-FXSCK,2023-04-21,Streaming,447.63
2568,1513-XNPPH,2023-08-13,Internet,2710.54
2569,0723-DRCLG,2022-08-28,Streaming,2652.32
2570,1498-NHTLT,2022-09-15,Add-on,1416.31
2571,9830-ECLEN,2023-12-09,Streaming,1118.83
2572,4378-BZYFP,2023-10-05,Internet,2003.55
2573,3308-MHOOC,2023-01-25,Phone,2459.57
2574,8805-JNRAZ,2022-12-09,Streaming,2248.72
2575,4822-RVYBB,2023-01-22,Add-on,1923.69
2576,8597-CTXVJ,2023-01-29,Add-on,848.23
2577,5701-SVCWR,2023-11-14,Streaming,935.01
2578,0859-YGKFW,2023-10-21,Phone,2227.39
2579,4146-SVFUD,2022-09-27,Phone,2447.34
2580,0013-EXCHZ,2022-05-29,Add-on,525.18
2581,6585-WCEWR,2023-01-15,Add-on,724.43
2582,5504-WSIUR,2022-01-28,Internet,2105.32
2583,7931-PXHFC,2022-05-29,Phone,1289.16
2584,2933-XEUJM,2023-02-24,Streaming,1777.22
2585,3569-VLDHH,2022-10-07,Add-on,1921.48
2586,7469-LKBCI,2022-07-01,Add-on,2373.37
2587,2615-YVMYX,2022-06-15,Add-on,2456.01
2588,3086-RUCRN,2022-01-17,Add-on,984.27
2589,5519-YLDGW,2022-05-30,Phone,1715.63
2590,1796-JANOW,2022-12-05,Add-on,545.87
2591,4946-EDSEW,2022-02-14,Phone,2557.64
2592,2194-IIQOF,2023-05-17,Internet,2567.25
2593,1699-UOTXU,2022-07-08,Internet,1038.62
2594,9867-JCZSP,2023-10-13,Streaming,649.74
2595,6115-ZTBFQ,2022-03-02,Add-on,396.26
2596,1226-JZNKR,2022-10-21,Streaming,1809.93
2597,1832-PEUTS,2022-02-02,Phone,456.0
2598,0654-PQKDW,2022-10-26,Streaming,2105.67
2599,6901-GOGZG,2023-02-19,Streaming,2098.75
2600,2694-CIUMO,2023-09-16,Add-on,1919.16
2601,9626-WEQRM,2023-07-03,Phone,2654.37
2602,7047-YXDMZ,2023-03-07,Phone,1259.19
2603,8779-QRDMV,2023-05-10,Add-on,2726.35
2604,4742-DRORA,2022-04-10,Phone,303.39
2605,9863-JZAIC,2022-01-23,Internet,515.72
2606,4695-VADHF,2023-02-24,Add-on,1354.18
2607,8630-FJLIB,2023-02-28,Add-on,1863.18
2608,8058-DMYRU,2023-05-02,Add-on,290.65
2609,0587-DMGBH,2023-12-31,Internet,1788.82
2610,7661-CPURM,2022-03-30,Phone,1060.72
2611,3315-TOTBP,2022-07-28,Internet,2684.01
2612,7693-LCKZL,2022-09-28,Internet,1693.2
2613,8035-PWSEV,2023-02-10,Internet,1846.1
2614,4312-KFRXN,2023-12-22,Streaming,2847.74
2615,9821-POOTN,2022-10-05,Phone,2339.68
2616,0237-YFUTL,2022-07-25,Phone,1427.17
2617,1045-LTCYT,2023-08-13,Add-on,1535.26
2618,2359-KLTEK,2022-11-24,Add-on,2014.19
2619,3146-MSEGF,2023-09-02,Streaming,760.56
2620,1866-DIOQZ,2022-12-02,Internet,448.22
2621,8404-VIOMB,2023-08-29,Add-on,1071.46
2622,0068-FIGTF,2023-08-15,Phone,2379.47
2623,4012-YCFAI,2022-02-07,Add-on,920.51
2624,5685-IIXLY,2022-08-16,Internet,566.13
2625,4849-PYRLQ,2023-04-28,Streaming,813.26
2626,6122-EFVKN,2022-05-14,Internet,2101.12
2627,5296-PSYVW,2023-12-09,Add-on,1919.05
2628,0739-UUAJR,2023-01-25,Streaming,2127.28
2629,2612-RANWT,2023-09-05,Streaming,1101.48
2630,1696-MZVAU,2023-03-01,Internet,2722.4
2631,1400-MMYXY,2023-08-10,Add-on,1464.96
2632,9530-EHPOH,2023-05-25,Internet,1638.4
2633,6608-QQLVK,2023-12-21,Add-on,2856.66
2634,1972-XMUWV,2023-08-18,Add-on,2941.98
2635,6180-YBIQI,2023-03-03,Phone,2052.32
2636,4632-PAOYU,2023-10-17,Streaming,2845.48
2637,0617-AQNWT,2023-04-19,Add-on,1716.22
2638,4836-WNFNO,2023-07-22,Internet,1060.39
2639,9974-JFBHQ,2022-12-27,Internet,1082.26
2640,7754-IXRMC,2022-07-30,Phone,1765.03
2641,0907-HQNTS,2022-06-28,Phone,1894.1
2642,3174-RKMOW,2022-02-27,Phone,1430.93
2643,8612-GXIDD,2022-03-14,Streaming,2674.56
2644,0603-OLQDC,2022-08-03,Phone,1394.75
2645,3134-DSHVC,2022-03-14,Streaming,965.59
2646,1703-MGIAB,2023-04-12,Phone,222.35
2647,8985-OOPOS,2022-09-28,Streaming,2917.59
2648,3721-WKIIL,2023-05-14,Add-on,2508.08
2649,8092-NLTGF,2022-12-20,Phone,1923.57
2650,9250-WYPLL,2022-08-22,Streaming,2525.52
2651,8751-EDEKA,2022-11-15,Add-on,2468.81
2652,2616-UUTFK,2022-01-19,Phone,2809.18
2653,1910-FMXJM,2023-09-17,Add-on,1280.99
2654,5084-OOVCJ,2023-07-29,Phone,1753.59
2655,8149-AIQCG,2023-01-07,Internet,476.16
2656,6234-RAAPL,2022-07-03,Streaming,2902.88
2657,0734-OXWBT,2022-10-04,Internet,2958.36
2658,6048-UWKAL,2023-11-05,Streaming,2409.44
2659,2019-HDCZY,2022-05-25,Internet,1471.54
2660,3506-OVLKD,2023-10-20,Phone,1590.39
2661,4115-UMJFQ,2022-03-22,Internet,1419.03
2662,5678-VFNEQ,2022-11-18,Phone,1021.27
2663,1334-PDUKM,2023-03-11,Streaming,1677.82
2664,2696-NARTR,2022-02-12,Phone,349.65
2665,8640-SDGKB,2022-11-09,Internet,2977.28
2666,8473-VUVJN,2022-10-20,Add-on,1387.34
2667,2027-CWDNU,2023-11-19,Streaming,2796.63
2668,5294-IMHHT,2022-03-10,Add-on,2227.96
2669,2985-FMWYF,2022-02-25,Add-on,1011.84
2670,0871-OPBXW,2023-09-23,Add-on,821.75
2671,1291-CUOCY,2022-07-23,Add-on,2987.89
2672,5906-CVLHP,2023-02-24,Add-on,2361.95
2673,5552-ZNFSJ,2023-07-21,Internet,899.05
2674,5261-QSHQM,2023-07-04,Phone,388.85
2675,2410-CIYFZ,2022-08-31,Phone,2151.37
2676,4338-EYCER,2022-07-20,Add-on,1048.45
2677,7054-ENNGU,2023-04-19,Internet,819.73
2678,6388-TABGU,2023-06-11,Add-on,2257.82
2679,2507-QZPQS,2023-10-18,Add-on,2101.93
2680,0142-GVYSN,2022-03-18,Streaming,1547.96
2681,7480-SPLEF,2023-04-23,Internet,2839.44
2682,1171-TYKUR,2023-03-16,Add-on,2102.99
2683,5022-KVDQT,2022-09-20,Phone,2701.57
2684,6861-XWTWQ,2022-07-04,Streaming,733.55
2685,7033-CLAMM,2022-02-24,Add-on,1030.61
2686,9565-JSNFM,2022-11-04,Add-on,492.66
2687,7771-ZONAT,2023-05-31,Add-on,1052.82
2688,4931-TRZWN,2022-10-26,Internet,2920.98
2689,9725-SCPZG,2023-07-06,Add-on,2896.0
2690,9788-YTFGE,2022-08-18,Phone,2329.08
2691,6719-OXYBR,2023-01-12,Streaming,1658.94
2692,8474-UMLNT,2022-10-13,Internet,2386.18
2693,2030-BTZRO,2022-05-18,Streaming,1749.76
2694,6258-NGCNG,2023-04-23,Phone,209.82
2695,7688-AWMDX,2023-09-07,Add-on,1604.33
2696,7112-OPOTK,2022-01-07,Internet,1876.99
2697,0052-YNYOT,2023-11-07,Add-on,944.1
2698,5716-EZXZN,2023-02-23,Internet,769.22
2699,3654-ARMGP,2023-04-17,Add-on,966.67
2700,7317-GGVPB,2023-02-24,Phone,1946.16
2701,9824-QCJPK,2022-10-03,Phone,608.98
2702,0702-PGIBZ,2023-07-15,Add-on,2216.92
2703,3011-WQKSZ,2023-08-31,Phone,1383.49
2704,7815-PDTHL,2023-07-25,Add-on,1189.37
2705,9906-NHHVC,2023-11-20,Internet,2460.25
2706,4612-SSVHJ,2022-03-31,Phone,1616.98
2707,3721-WKIIL,2022-10-09,Internet,1259.52
2708,2833-SLKDQ,2023-07-02,Add-on,2658.83
2709,3996-ZNWYK,2022-06-20,Internet,1231.1
2710,5099-BAILX,2023-09-30,Streaming,2605.2
2711,8212-DJRCH,2022-12-21,Add-on,1611.76
2712,8095-WANWK,2022-07-23,Phone,782.42
2713,9821-BESNZ,2022-10-16,Phone,1915.89
2714,5485-ITNPC,2023-04-07,Streaming,998.91
2715,7717-BICXI,2023-09-01,Add-on,612.03
2716,3717-OFRTN,2022-06-22,Add-on,442.28
2717,7114-AEOZE,2022-10-28,Add-on,876.75
2718,3509-GWQGF,2023-08-23,Add-on,2262.35
2719,3429-IFLEM,2023-06-13,Internet,2546.4
2720,7665-NKLAV,2022-05-20,Add-on,2612.82
2721,9578-FOMUK,2022-10-05,Internet,956.42
2722,0827-ITJPH,2023-10-25,Internet,2050.72
2723,0771-WLCLA,2023-05-26,Phone,844.99
2724,4140-WJAWW,2022-12-12,Add-on,1943.73
2725,3137-NYQQI,2022-05-20,Internet,2684.19
2726,7690-KPNCU,2022-04-24,Add-on,314.5
2727,5965-GGPRW,2023-08-03,Streaming,2958.63
2728,6253-WRFHY,2023-05-22,Internet,2515.85
2729,3635-QQRQD,2023-01-01,Phone,2332.65
2730,6372-RFVNS,2023-11-22,Add-on,2135.82
2731,9254-RBFON,2023-09-29,Phone,2356.77
2732,3640-JQGJG,2023-02-01,Internet,2984.87
2733,0743-HRVFF,2023-10-21,Internet,2356.54
2734,4657-FWVFY,2022-04-21,Phone,1184.48
2735,6266-QHOJZ,2022-12-24,Add-on,1918.98
2736,1120-BMWUB,2022-08-26,Internet,1143.38
2737,6532-YLWSI,2022-01-03,Streaming,2916.18
2738,9548-ZMVTX,2023-12-24,Phone,2720.39
2739,3038-PQIUY,2023-02-08,Internet,1789.34
2740,6719-OXYBR,2022-01-25,Add-on,2387.57
2741,0096-FCPUF,2023-05-24,Internet,2747.12
2742,8111-SLLHI,2023-11-27,Add-on,882.08
2743,7730-CLDSV,2023-04-10,Add-on,1822.55
2744,3266-FTKHB,2022-03-02,Internet,1548.81
2745,6807-SIWJI,2023-05-23,Streaming,2360.46
2746,7660-HDPJV,2022-05-03,Add-on,1261.43
2747,6591-QGOYB,2023-05-12,Phone,2185.14
2748,2876-VBBBL,2022-02-24,Add-on,1328.38
2749,3070-DVEYC,2022-06-12,Add-on,511.01
2750,4512-ZUIYL,2023-11-30,Streaming,499.94
2751,6543-XRMYR,2022-02-08,Add-on,533.36
2752,8859-DZTGQ,2023-11-28,Internet,291.06
2753,1891-QRQSA,2022-03-24,Streaming,1692.32
2754,5204-QZXPU,2023-12-08,Add-on,2081.33
2755,4277-UDIEF,2023-06-30,Internet,554.84
2756,5356-CSVSQ,2022-04-23,Internet,1913.2
2757,6907-FLBER,2023-03-01,Add-on,1873.67
2758,3200-MNQTF,2022-08-18,Phone,611.86
2759,8715-KKTFG,2022-10-10,Phone,1331.43
2760,8329-UTMVM,2022-10-14,Add-on,2314.38
2761,6016-LVTJQ,2022-06-04,Add-on,246.92
2762,9912-OMZDS,2022-06-14,Internet,611.45
2763,7240-FQLHE,2022-07-01,Add-on,2988.32
2764,6961-VCPMC,2022-08-27,Add-on,2253.93
2765,0899-WZRSD,2023-10-11,Internet,1499.56
2766,3230-WYKIR,2022-12-05,Add-on,1963.44
2767,0320-DWVTU,2023-05-27,Add-on,2569.42
2768,2612-RANWT,2022-09-23,Add-on,2558.45
2769,2157-MXBJS,2022-07-06,Internet,1109.16
2770,0327-WFZSY,2022-02-09,Add-on,1575.62
2771,4884-LEVMQ,2023-05-08,Phone,1986.55
2772,2040-XBAVJ,2023-11-10,Add-on,401.31
2773,4522-XRWWI,2023-01-26,Phone,2848.23
2774,8627-ZYGSZ,2022-09-17,Add-on,1411.68
2775,8118-LSUEL,2023-10-17,Internet,1238.41
2776,2519-FAKOD,2023-12-17,Phone,2739.88
2777,5214-CHIWJ,2022-06-25,Add-on,531.2
2778,6885-PKOAM,2022-11-25,Add-on,309.93
2779,5115-GZDEL,2022-07-19,Add-on,2118.01
2780,9375-MHRRS,2023-12-12,Add-on,1278.01
2781,1334-PDUKM,2022-07-15,Internet,2340.53
2782,0936-NQLJU,2023-08-12,Streaming,391.92
2783,8780-YRMTT,2023-06-15,Phone,1274.52
2784,1689-MRZQR,2022-03-03,Add-on,858.91
2785,4570-QHXHL,2022-11-23,Internet,2270.9
2786,1089-HDMKP,2022-10-08,Streaming,836.08
2787,2667-WYLWJ,2022-08-15,Internet,1482.25
2788,5144-PQCDZ,2023-10-01,Add-on,2492.86
2789,2034-CGRHZ,2022-02-27,Streaming,2763.09
2790,8095-WANWK,2023-04-22,Phone,2223.3
2791,8104-OSKWT,2023-01-11,Phone,1401.84
2792,5088-QZLRL,2023-12-17,Internet,1801.56
2793,6479-VDGRK,2022-08-31,Phone,2131.13
2794,0083-PIVIK,2023-01-02,Phone,2649.81
2795,3961-SXAXY,2023-05-15,Streaming,2688.01
2796,9121-PHQSR,2022-09-09,Phone,2806.71
2797,7580-UGXNC,2022-11-18,Streaming,2469.99
2798,7649-SIJJF,2023-01-11,Streaming,611.03
2799,3714-XPXBW,2023-02-13,Streaming,2293.39
2800,1285-OKIPP,2023-12-12,Phone,2480.86
2801,8166-ORCHU,2023-05-03,Internet,2658.04
2802,8622-ZLFKO,2022-12-09,Internet,2789.49
2803,0617-AQNWT,2022-08-28,Phone,1625.65
2804,1775-KWJKQ,2022-05-19,Streaming,2034.26
2805,2911-WDXMV,2022-05-02,Phone,226.75
2806,7587-AOVVU,2023-02-24,Add-on,1803.79
2807,1599-EAHXY,2023-07-15,Internet,1524.96
2808,1682-VCOIO,2022-10-31,Streaming,2894.46
2809,2043-WVTQJ,2022-04-25,Phone,2724.79
2810,7409-JURKQ,2022-12-09,Streaming,2433.29
2811,6823-SIDFQ,2022-09-08,Add-on,359.58
2812,0277-ORXQS,2022-01-07,Streaming,1325.68
2813,0999-QXNSA,2023-08-12,Add-on,2148.92
2814,0621-JFHOL,2022-06-28,Internet,283.05
2815,2672-OJQZP,2022-05-25,Streaming,860.28
2816,3855-ONCAR,2023-02-20,Phone,2685.02
2817,1541-ETJZO,2023-10-28,Streaming,563.39
2818,2796-UUZZO,2022-05-01,Streaming,343.85
2819,7711-GQBZC,2022-05-04,Add-on,1825.64
2820,8720-RQSBJ,2022-05-30,Add-on,2850.1
2821,9227-YBAXE,2023-02-01,Phone,2536.95
2822,5176-LMJXE,2023-01-16,Internet,2929.36
2823,6650-BWFRT,2022-01-01,Internet,2309.86
2824,6202-DYYFX,2023-11-04,Add-on,1424.64
2825,6440-DKQGE,2022-09-01,Phone,2850.53
2826,0734-OXWBT,2023-02-02,Streaming,1394.57
2827,0603-TPMIB,2022-09-08,Phone,1180.26
2828,5909-ECHUI,2023-07-30,Phone,1454.95
2829,5827-MWCZK,2022-10-26,Phone,2479.13
2830,8763-KIAFH,2022-10-24,Internet,2769.54
2831,1394-SUIUH,2023-05-15,Streaming,1201.51
2832,6574-MCOEH,2022-04-25,Phone,1494.29
2833,7426-RHZGU,2022-01-01,Internet,2715.32
2834,2454-RPBRZ,2023-07-07,Internet,331.72
2835,9668-PUGNU,2023-11-16,Add-on,2394.83
2836,9327-QSDED,2023-08-23,Streaming,1471.81
2837,4016-BJKTZ,2023-04-27,Phone,1254.25
2838,8868-GAGIO,2023-09-02,Streaming,1451.38
2839,0968-GSIKN,2023-08-23,Add-on,1372.33
2840,3181-MIZBN,2023-05-25,Add-on,2318.53
2841,4871-JTKJF,2022-12-01,Phone,2798.25
2842,1977-STDKI,2023-04-10,Internet,1576.08
2843,1545-ACTAS,2022-05-21,Add-on,2531.65
2844,2927-QRRQV,2023-08-06,Internet,2249.44
2845,6619-RPLQZ,2022-05-17,Add-on,1125.91
2846,6035-BXTTY,2023-09-03,Streaming,1844.48
2847,0936-NQLJU,2023-10-25,Phone,2067.08
2848,5493-SDRDQ,2023-11-18,Add-on,265.8
2849,6211-WHMYA,2022-06-16,Streaming,1308.68
